-0.0407346,0,0,1,0.246666667
1.4511602,2.156518,0.2,,
1.3660764,2.33337,0.4,,
1.5585696,2.4437,0.6,,
1.4705004,2.539427,0.8,,
1.4594674,2.60595,1,,
1.521317,2.695187,1.2,,
1.464919,2.745485,1.4,,
1.4606356,2.812007,1.6,,
1.4679692,2.863927,1.8,,
1.4667362,2.923959,2,,
1.4665414,2.967767,2.2,,
1.472058,3.011574,2.4,,
1.4705652,3.052137,2.6,,
1.4819876,3.100811,2.8,,
1.4721878,3.149486,3,,
1.4705652,3.175446,3.2,,
1.4692024,3.186804,3.4,,
1.4705004,3.272796,3.6,,
1.470111,3.295511,3.8,,
1.479132,3.327961,4,,
1.4810142,3.357166,4.2,,
1.4701758,3.387993,4.4,,
1.4705004,3.426933,4.6,,
1.4729016,3.465873,4.8,,
1.4838698,3.485343,5,,
1.4838698,3.522661,5.2,,
1.4845188,3.546998,5.4,,
1.4618038,3.569713,5.6,,
1.4718632,3.605408,5.8,,
1.479846,3.6265,6,,
1.4553138,3.654083,6.2,,
1.4776394,3.693023,6.4,,
1.4585588,3.706003,6.6,,
1.463556,3.733585,6.8,,
1.4734858,3.753055,7,,
1.4641402,3.77577,7.2,,
1.4712142,3.806597,7.4,,
1.4737454,3.830935,7.6,,
1.4620634,3.852027,7.8,,
1.4722526,3.874742,8,,
1.4628422,3.903947,8.2,,
1.4730964,3.923417,8.4,,
1.4633614,3.942887,8.6,,
1.461609,3.962357,8.8,,
1.4723176,3.980205,9,,
1.4730964,4.002919,9.2,,
1.4618038,4.028879,9.4,,
1.4625176,4.048349,9.6,,
1.4727718,4.062952,9.8,,
1.4626474,4.092157,10,,
1.4715388,4.111627,10.2,,
1.4729016,4.129474,10.4,,
1.471409,4.140832,10.6,,
1.4627124,4.157057,10.8,,
1.4619336,4.174904,11,,
1.4625826,4.200864,11.2,,
1.4728368,4.220334,11.4,,
1.4634262,4.236559,11.6,,
1.4607004,4.246294,11.8,,
1.4636858,4.265764,12,,
1.4628422,4.286856,12.2,,
1.475303,4.298214,12.4,,
1.4723176,4.322551,12.6,,
1.4614792,4.333909,12.8,,
1.4625176,4.340398,13,,
1.463621,4.376093,13.2,,
1.4641402,4.385828,13.4,,
1.4712792,4.413411,13.6,,
1.4618038,4.424768,13.8,,
1.4628422,4.428013,14,,
1.4640104,4.449106,14.2,,
1.4742646,4.460463,14.4,,
1.4613494,4.475066,14.6,,
1.4618038,4.505893,14.8,,
1.4725122,4.515628,15,,
1.4637508,4.528608,15.2,,
1.4730964,4.544833,15.4,,
1.4725122,4.56268,15.6,,
1.4723176,4.567548,15.8,,
1.4640104,4.577283,16,,
1.4637508,4.599998,16.2,,
1.4647892,4.619468,16.4,,
1.4725122,4.629203,16.6,,
1.4627772,4.638938,16.8,,
1.4729016,4.650295,17,,
1.4643998,4.66652,17.2,,
1.4708248,4.689235,17.4,,
1.4612846,4.697347,17.6,,
1.4729016,4.707082,17.8,,
1.4666712,4.721685,18,,
1.4618038,4.728175,18.2,,
1.4709546,4.752512,18.4,,
1.4631018,4.767115,18.6,,
1.4744592,4.771982,18.8,,
1.4640104,4.794697,19,,
1.472707,4.804432,19.2,,
1.461674,4.822279,19.4,,
1.4625826,4.828769,19.6,,
1.4724474,4.832014,19.8,,
1.4641402,4.843372,20,,
1.4631018,4.861219,20.2,,
1.4703706,4.880689,20.4,,
1.472707,4.880689,20.6,,
1.4637508,4.900159,20.8,,
1.47394,4.906649,21,,
1.4708248,4.930987,21.2,,
1.4724474,4.934231,21.4,,
1.463556,4.942344,21.6,,
1.46427,4.963436,21.8,,
1.4620634,4.973171,22,,
1.4613494,4.976416,22.2,,
1.4723824,4.994264,22.4,,
1.471993,5.013734,22.6,,
1.4627124,5.025091,22.8,,
1.4631666,5.031581,23,,
1.4624528,5.044561,23.2,,
1.4708898,5.046184,23.4,,
1.47394,5.059164,23.6,,
1.4645944,5.072143,23.8,,
1.4621932,5.078633,24,,
1.4705652,5.101348,24.2,,
1.4621932,5.111083,24.4,,
1.4651786,5.120818,24.6,,
1.4745242,5.128931,24.8,,
1.473356,5.137043,25,,
1.4615442,5.150023,25.2,,
1.4604408,5.153268,25.4,,
1.4633614,5.163003,25.6,,
1.474005,5.171116,25.8,,
1.461674,5.198698,26,,
1.4722526,5.2133,26.2,,
1.4718632,5.218168,26.4,,
1.4728368,5.224658,26.6,,
1.4630368,5.244128,26.8,,
1.4699812,5.24575,27,,
1.4724474,5.24575,27.2,,
1.4723176,5.260353,27.4,,
1.4634912,5.283068,27.6,,
1.464205,5.286313,27.8,,
1.4625176,5.294425,28,,
1.461609,5.305783,28.2,,
1.4711494,5.31065,28.4,,
1.4627124,5.328497,28.6,,
1.473356,5.341477,28.8,,
1.4631018,5.346345,29,,
1.461674,5.351212,29.2,,
1.4615442,5.34959,29.4,,
1.4621932,5.367437,29.6,,
1.4631018,5.373927,29.8,,
1.46427,5.385285,30,,
1.4736156,5.39502,30.2,,
1.4612846,5.399887,30.4,,
1.4727718,5.412867,30.6,,
1.4627124,5.42747,30.8,,
1.5814146,5.443694,31,,
1.5605816,5.446939,31.2,,
1.508402,5.458297,31.4,,
1.4945782,5.469654,31.6,,
1.5111926,5.472899,31.8,,
1.5026908,5.497237,32,,
1.5120364,5.500482,32.2,,
1.5147622,5.508594,32.4,,
1.5112576,5.513462,32.6,,
1.5134642,5.518329,32.8,,
1.5021066,5.532932,33,,
1.5102192,5.544289,33.2,,
1.5134642,5.557269,33.4,,
1.5024312,5.565381,33.6,,
1.5100894,5.567004,33.8,,
1.5128152,5.583229,34,,
1.5137886,5.589719,34.2,,
1.5111926,5.599454,34.4,,
1.5100894,5.597831,34.6,,
1.504508,5.623791,34.8,,
1.5020418,5.625414,35,,
1.502561,5.631904,35.2,,
1.5144376,5.644884,35.4,,
1.5015226,5.661109,35.6,,
1.5113224,5.659486,35.8,,
1.5032748,5.662731,36,,
1.5028206,5.674088,36.2,,
1.5136588,5.693558,36.4,,
1.5015874,5.696803,36.6,,
1.5145674,5.711406,36.8,,
1.5113224,5.719518,37,,
1.5119066,5.729253,37.2,,
1.5143728,5.729253,37.4,,
1.5030152,5.735743,37.6,,
1.5114522,5.750346,37.8,,
1.5163198,5.751968,38,,
1.5017172,5.761703,38.2,,
1.5117118,5.771438,38.4,,
1.512945,5.782796,38.6,,
1.5033398,5.790908,38.8,,
1.511582,5.795775,39,,
1.5106734,5.80551,39.2,,
1.5021066,5.815245,39.4,,
1.5128152,5.815245,39.6,,
1.5036642,5.829848,39.8,,
1.5127502,5.834715,40,,
1.5119066,5.841205,40.2,,
1.5113874,5.867165,40.4,,
1.5023662,5.867165,40.6,,
1.502561,5.873655,40.8,,
1.5036642,5.8769,41,,
1.5078828,5.89637,41.2,,
1.501263,5.899615,41.4,,
1.5028206,5.89637,41.6,,
1.5137886,5.90935,41.8,,
1.5030152,5.92882,42,,
1.501847,5.930442,42.2,,
1.5017822,5.943422,42.4,,
1.5130748,5.94829,42.6,,
1.5114522,5.949912,42.8,,
