1,3.639265,10
1,3.744727,11
1,3.845321,12
1,3.924824,13
1,4.009193,14
1,4.098431,15
1,4.164953,16
1,4.25419,17
1,4.315845,18
1,4.380745,19
1,4.45538,20
1,4.508922,21
1,4.567332,22
1,4.619251,23
1,4.677661,24
1,4.734448,25
1,4.786368,26
1,4.838288,27
1,4.895075,28
1,4.940505,29
1,4.997292,30
1,5.037855,31
1,5.105999,32
1,5.115734,33
1,5.179012,34
1,5.224441,35
1,5.269871,36
1,5.307189,37
1,5.341261,38
1,5.398048,39
1,5.435366,40
1,5.459703,41
1,5.513245,42
1,5.54894,43
1,5.571655,44
1,5.615462,45
1,5.656025,46
1,5.698209,47
1,5.722547,48
1,5.763109,49
1,5.805294,50
1,5.834499,51
1,5.862081,52
1,5.888041,53
1,5.925358,54
1,5.964298,55
1,5.99188,56
1,6.047045,57
1,6.061647,58
1,6.08923,59
1,6.118435,60
1,6.144395,61
1,6.175222,62
1,6.210917,63
1,6.232009,64
1,6.253101,65
1,6.283929,66
1,6.318001,67
1,6.350451,68
1,6.378033,69
1,6.402371,70
1,6.423463,71
1,6.462403,72
1,6.477005,73
1,6.522435,74
1,6.530547,75
1,6.569487,76
1,6.580845,77
1,6.613294,78
1,6.644122,79
1,6.683062,80
1,6.691174,81
1,6.728491,82
1,6.747961,83
1,6.773921,84
1,6.790146,85
1,6.820973,86
1,6.833953,87
1,6.859913,88
1,6.893985,89
1,6.898853,90
1,6.928058,91
1,6.960507,92
1,6.976732,93
1,7.002692,94
1,7.01405,95
1,7.023785,96
1,7.065969,97
1,7.103287,98
1,7.116266,99
1,7.135736,100
1,7.150339,101
1,7.169809,102
1,7.205503,103
1,7.213616,104
1,7.247688,105
1,7.255801,106
1,7.293118,107
1,7.30123,108
1,7.319078,109
1,7.348282,110
1,7.36613,111
1,7.383977,112
1,7.416427,113
1,7.422917,114
1,7.455367,115
1,7.466724,116
1,7.494307,117
1,7.512154,118
1,7.530001,119
1,7.542981,120
1,7.560829,121
1,7.577053,122
1,7.603013,123
1,7.620861,124
1,7.651688,125
1,7.671158,126
1,7.682515,127
1,7.695495,128
1,7.719832,129
1,7.73768,130
1,7.75715,131
1,7.765262,132
1,7.792844,133
1,7.809069,134
1,7.838274,135
1,7.843142,136
1,7.872346,137
1,7.885326,138
1,7.895061,139
1,7.909664,140
1,7.948603,141
1,7.948603,142
1,7.966451,143
1,7.981053,144
1,8.00539,145
1,8.023238,146
1,8.052443,147
1,8.049198,148
1,8.08327,149
1,8.101117,150
1,8.112475,151
1,8.120587,152
1,8.143302,153
1,8.154659,154
1,8.180619,155
1,8.198467,156
1,8.213069,157
1,8.239029,158
1,8.266611,159
1,8.264989,160
1,8.282836,161
1,8.303928,162
1,8.320153,163
1,8.338001,164
1,8.354225,165
1,8.360715,166
1,8.386675,167
1,8.393165,168
1,8.40939,169
1,8.440217,170
1,8.453197,171
1,8.475912,172
1,8.495382,173
1,8.500249,174
1,8.509984,175
1,8.537567,176
1,8.545679,177
1,8.558659,178
1,8.582996,179
1,8.602466,180
1,8.607334,181
1,8.633293,182
1,8.641406,183
1,8.665743,184
1,8.68359,185
1,8.69657,186
1,8.693325,187
1,8.720908,188
1,8.730643,189
1,8.76147,190
1,8.764715,191
1,8.782562,192
1,8.795542,193
1,8.821502,194
1,8.832859,195
1,8.842594,196
1,8.865309,197
1,8.884779,198
1,8.884779,199
1,8.904249,200
1,8.897759,201
1,8.938321,202
1,8.943188,203
1,8.962658,204
1,8.985373,205
1,8.99673,206
1,9.00322,207
1,9.017823,208
1,9.032425,209
1,9.056762,210
1,9.071365,211
1,9.076232,212
1,9.092457,213
1,9.10057,214
1,9.142754,215
1,9.131397,216
1,9.149244,217
1,9.167092,218
1,9.176826,219
1,9.202786,220
1,9.215766,221
1,9.225501,222
1,9.233613,223
1,9.257951,224
1,9.261196,225
1,9.274176,226
1,9.283911,227
1,9.306625,228
1,9.32285,229
1,9.317983,230
1,9.347188,231
1,9.363412,232
1,9.376392,233
1,9.402352,234
1,9.395862,235
1,9.416954,236
1,9.436424,237
1,9.439669,238
1,9.449404,239
1,9.462384,240
1,9.483476,241
1,9.499701,242
1,9.514304,243
1,9.532151,244
1,9.540263,245
1,9.554866,246
1,9.564601,247
1,9.598673,248
1,9.587315,249
1,9.601918,250
1,9.61652,251
1,9.6295,252
1,9.644102,253
1,9.660327,254
1,9.665195,255
1,9.671685,256
1,9.692777,257
1,9.718737,258
1,9.721982,259
1,9.736584,260
1,9.741452,261
1,9.759299,262
1,9.782014,263
1,9.783636,264
1,9.799861,265
1,9.816086,266
1,9.829066,267
1,9.842046,268
1,9.848536,269
1,9.859893,270
1,9.876118,271
1,9.898833,272
1,9.893965,273
1,9.908568,274
1,9.921547,275
1,9.939395,276
1,9.94913,277
1,9.973467,278
1,9.981579,279
1,9.981579,280
1,10.004294,281
1,10.033499,282
1,10.020519,283
1,10.041611,284
1,10.062704,285
1,10.077306,286
1,10.083796,287
1,10.090286,288
1,10.106511,289
1,10.111378,290
1,10.124358,291
1,10.15194,292
1,10.17141,293
1,10.156808,294
1,10.179523,295
1,10.21684,296
1,10.211972,297
1,10.21684,298
1,10.215217,299
1,10.215217,300
1,10.250912,301
1,10.255779,302
1,10.283362,303
1,10.286607,304
1,10.302831,305
1,10.312566,306
1,10.328791,307
1,10.328791,308
1,10.341771,309
1,10.367731,310
1,10.366108,311
1,10.388823,312
1,10.398558,313
1,10.401803,314
1,10.41316,315
1,10.43263,316
1,10.450478,317
1,10.447233,318
1,10.45859,319
1,10.492662,320
1.5,10.505642,321
1.5,10.539714,322
1.5,10.564051,323
1.5,10.583521,324
1.5,10.619216,325
1.5,10.620838,326
1.5,10.651666,327
1.5,10.671135,328
1.5,10.705208,329
1.5,10.70683,330
1.5,10.740902,331
1.5,10.761995,332
1.5,10.778219,333
1.5,10.804179,334
1.5,10.822026,335
1.5,10.859344,336
1.5,10.862589,337
1.5,10.888548,338
1.5,10.911263,339
1.5,10.937223,340
1.5,10.950203,341
1.5,10.977785,342
1.5,11.003745,343
1.5,11.016724,344
1.5,11.034572,345
1.5,11.075134,346
1.5,11.088114,347
1.5,11.112451,348
1.5,11.138411,349
1.5,11.151391,350
1.5,11.167615,351
1.5,11.198443,352
1.5,11.206555,353
1.5,11.24225,354
1.5,11.260097,355
1.5,11.271454,356
1.5,11.282812,357
1.5,11.316884,358
1.5,11.337976,359
1.5,11.344466,360
1.5,11.373671,361
1.5,11.386651,362
1.5,11.41261,363
1.5,11.44506,364
1.5,11.462907,365
1.5,11.467775,366
1.5,11.498602,367
1.5,11.509959,368
1.5,11.537542,369
1.5,11.557011,370
1.5,11.579726,371
1.5,11.594329,372
1.5,11.618666,373
1.5,11.626778,374
1.5,11.66085,375
1.5,11.678698,376
1.5,11.701412,377
1.5,11.71277,378
1.5,11.72575,379
1.5,11.745219,380
1.5,11.777669,381
1.5,11.798761,382
1.5,11.810119,383
1.5,11.829588,384
1.5,11.849058,385
1.5,11.870151,386
1.5,11.886375,387
1.5,11.90909,388
1.5,11.93505,389
1.5,11.936672,390
1.5,11.964254,391
1.5,11.982102,392
1.5,12.011306,393
1.5,12.024286,394
1.5,12.037266,395
1.5,12.066471,396
1.5,12.074583,397
1.5,12.107033,398
1.5,12.115145,399
1.5,12.14435,400
1.5,12.154085,401
1.5,12.18329,402
1.5,12.194647,403
1.5,12.210872,404
1.5,12.230342,405
1.5,12.246566,406
1.5,12.256301,407
1.5,12.290373,408
1.5,12.311466,409
1.5,12.317956,410
1.5,12.348783,411
1.5,12.35365,412
1.5,12.374742,413
1.5,12.39908,414
1.5,12.416927,415
1.5,12.446132,416
1.5,12.467224,417
1.5,12.481826,418
1.5,12.494806,419
1.5,12.512653,420
1.5,12.524011,421
1.5,12.541858,422
1.5,12.57593,423
1.5,12.584043,424
1.5,12.610002,425
1.5,12.626227,426
1.5,12.634339,427
1.5,12.666789,428
1.5,12.673279,429
1.5,12.699239,430
1.5,12.723576,431
1.5,12.728443,432
1.5,12.75927,433
1.5,12.76576,434
1.5,12.788475,435
1.5,12.799832,436
1.5,12.827415,437
1.5,12.864732,438
1.5,12.864732,439
1.5,12.876089,440
1.5,12.885824,441
1.5,12.919896,442
1.5,12.940988,443
1.5,12.955591,444
1.5,12.962081,445
1.5,12.98155,446
1.5,12.999398,447
1.5,13.017245,448
1.5,13.035092,449
1.5,13.052939,450
1.5,13.069164,451
1.5,13.096746,452
1.5,13.119461,453
1.5,13.138931,454
1.5,13.147043,455
1.5,13.166513,456
1.5,13.181115,457
1.5,13.19734,458
1.5,13.221677,459
1.5,13.237902,460
1.5,13.254127,461
1.5,13.281709,462
1.5,13.284954,463
1.5,13.306046,464
1.5,13.336874,465
1.5,13.344986,466
1.5,13.357966,467
1.5,13.396905,468
1.5,13.40664,469
1.5,13.417998,470
1,13.4326,471
1,13.429355,472
1,13.430977,473
1,13.450447,474
1,13.460182,475
1,13.466672,476
1,13.487764,477
1,13.487764,478
1,13.497499,479
1,13.512101,480
1,13.512101,481
1,13.503989,482
1,13.534816,483
1,13.544551,484
1,13.547796,485
1,13.568888,486
1,13.568888,487
1,13.567266,488
1,13.594848,489
1,13.60296,490
1,13.604583,491
1,13.624052,492
1,13.619185,493
1,13.637032,494
1,13.645145,495
1,13.658125,496
1,13.659747,497
1,13.661369,498
1,13.682462,499
1,13.700309,500
1,13.698687,501
1,13.710044,502
1,13.716534,503
1,13.734381,504
1,13.747361,505
1,13.748983,506
1,13.757096,507
1,13.770076,508
1,13.781433,509
1,13.789545,510
1,13.794413,511
1,13.804148,512
1,13.787923,513
1,13.817128,514
1,13.839842,515
1,13.841465,516
1,13.852822,517
1,13.896629,518
1,13.873914,519
1,13.878782,520
1,13.880404,521
1,13.906364,522
1,13.925834,523
1,13.924211,524
1,13.924211,525
1,13.930701,526
1,13.940436,527
1,13.945303,528
1,13.959906,529
1,13.977753,530
1,13.987488,531
1,13.993978,532
1,14.011825,533
1,14.02156,534
1,14.023182,535
1,14.003713,536
1,14.03454,537
1,14.04752,538
1,14.055632,539
1,14.065367,540
1,14.086459,541
1,14.096194,542
1,14.105929,543
1,14.101061,544
1,14.107551,545
1,14.122154,546
1,14.136756,547
1,14.143246,548
1,14.149736,549
1,14.156226,550
1,14.165961,551
1,14.180563,552
1,14.187053,553
1,14.206523,554
1,14.214635,555
1,14.209767,556
1,14.22437,557
