-0.0305456,0,0,1,0.27
1.5649948,1.90622,0.2,,
1.5328044,2.104165,0.4,,
1.5002894,2.232343,0.6,,
1.4942538,2.32807,0.8,,
1.4825718,2.428665,1,,
1.5049622,2.513035,1.2,,
1.490879,2.579558,1.4,,
1.5099596,2.647703,1.6,,
1.5091808,2.706112,1.8,,
1.4922418,2.758032,2,,
1.503859,2.81482,2.2,,
1.5078828,2.869985,2.4,,
1.5119066,2.908925,2.6,,
1.4972392,2.960845,2.8,,
1.508337,3.00303,3,,
1.5107384,3.059817,3.2,,
1.5029504,3.085777,3.4,,
1.5107384,3.13283,3.6,,
1.4997702,3.160412,3.8,,
1.513529,3.205842,4,,
1.5028206,3.238292,4.2,,
1.5020418,3.269119,4.4,,
1.5141132,3.308059,4.6,,
1.5120364,3.348622,4.8,,
1.5111926,3.369714,5,,
1.5124258,3.403787,5.2,,
1.5035994,3.434614,5.4,,
1.5017172,3.470309,5.6,,
1.5115172,3.491401,5.8,,
1.5040536,3.525474,6,,
1.5125556,3.548189,6.2,,
1.5024312,3.575771,6.4,,
1.5115172,3.603354,6.6,,
1.5027556,3.632559,6.8,,
1.512945,3.652029,7,,
1.5120364,3.684479,7.2,,
1.5101542,3.702326,7.4,,
1.5042484,3.728286,7.6,,
1.501847,3.757491,7.8,,
1.5028854,3.788318,8,,
1.5143728,3.801298,8.2,,
1.5115172,3.832126,8.4,,
1.5117768,3.845106,8.6,,
1.5114522,3.856463,8.8,,
1.512945,3.893781,9,,
1.5130748,3.922986,9.2,,
1.512231,3.937588,9.4,,
1.5121662,3.960303,9.6,,
1.5042484,3.978151,9.8,,
1.5117768,3.994375,10,,
1.5113874,4.02358,10.2,,
1.512945,4.039805,10.4,,
1.503145,4.060898,10.6,,
1.5030802,4.08199,10.8,,
1.5030152,4.093348,11,,
1.513594,4.12093,11.2,,
1.5023662,4.132288,11.4,,
1.5115172,4.164738,11.6,,
1.516839,4.17285,11.8,,
1.5123608,4.193943,12,,
1.5010682,4.213412,12.2,,
1.5033398,4.228015,12.4,,
1.5124258,4.247485,12.6,,
1.5137886,4.2702,12.8,,
1.5016524,4.27669,13,,
1.512945,4.299405,13.2,,
1.513529,4.286425,13.4,,
1.5121662,4.336722,13.6,,
1.510998,4.356192,13.8,,
1.5141132,4.372417,14,,
1.5117768,4.383775,14.2,,
1.5137238,4.391887,14.4,,
1.5130748,4.424337,14.6,,
1.5113874,4.432449,14.8,,
1.5107384,4.455164,15,,
1.5132046,4.461654,15.2,,
1.5039238,4.477879,15.4,,
1.5015874,4.498972,15.6,,
1.5023014,4.515197,15.8,,
1.5058708,4.524932,16,,
1.5141132,4.534667,16.2,,
1.5123608,4.559004,16.4,,
1.5094404,4.581719,16.6,,
1.5028854,4.581719,16.8,,
1.5121662,4.596321,17,,
1.5033398,4.614169,17.2,,
1.510349,4.630394,17.4,,
1.5119714,4.641751,17.6,,
1.5032748,4.666089,17.8,,
1.5146324,4.670956,18,,
1.511647,4.688804,18.2,,
