-0.0408644,0,0,1,0.42
0.5268006,1.800757,1,,
0.4916256,1.89973,2,,
0.4896786,2.01006,3,,
0.5018796,2.09443,4,,
0.498375,2.16582,5,,
0.4978558,2.229097,6,,
0.4975962,2.292374,7,,
0.5087588,2.345917,8,,
0.4981154,2.399459,9,,
0.5053842,2.453002,10,,
0.5060332,2.495187,11,,
0.4991538,2.542239,12,,
0.4978558,2.564954,13,,
0.4993486,2.623364,14,,
0.4981154,2.655814,15,,
0.5048,2.696377,16,,
0.4975962,2.725581,17,,
0.506682,2.741806,18,,
0.4975962,2.796971,19,,
0.4976612,2.837534,20,,
0.5074608,2.858626,21,,
0.5072662,2.891076,22,,
0.5072012,2.920281,23,,
0.507331,2.955976,24,,
0.4986346,2.973824,25,,
0.5049298,3.014386,26,,
0.505514,3.030611,27,,
0.4974016,3.063061,28,,
0.49844,3.074418,29,,
0.4973368,3.111736,30,,
0.5100568,3.129583,31,,
0.5020094,3.165278,32,,
0.4987644,3.176636,33,,
0.506163,3.205841,34,,
0.4975962,3.218821,35,,
0.5062928,3.243158,36,,
0.4988294,3.269118,37,,
0.5088886,3.288588,38,,
0.5056438,3.308058,39,,
0.5062928,3.327528,40,,
0.5070066,3.343753,41,,
0.506682,3.366468,42,,
0.4979208,3.379448,43,,
0.497207,3.429745,44,,
0.4992188,3.423255,45,,
0.498375,3.43948,46,,
0.497207,3.47193,47,,
0.5075906,3.480043,48,,
0.4985048,3.501135,49,,
0.4985048,3.518983,50,,
0.496558,3.548187,51,,
0.4987644,3.566035,52,,
0.5072662,3.57577,53,,
0.506682,3.587127,54,,
0.5060332,3.622822,55,,
0.5074608,3.62769,56,,
0.505514,3.635802,57,,
0.5064224,3.656895,58,,
0.5071364,3.671497,59,,
0.5057736,3.684477,60,,
0.5059682,3.71206,61,,
0.5074608,3.715305,62,,
0.507331,3.739642,63,,
0.4969474,3.746132,64,,
0.4988294,3.776959,65,,
0.5068118,3.778582,66,,
0.5031776,3.802919,67,,
0.5057736,3.835369,68,,
0.4987644,3.836992,69,,
0.5063576,3.835369,70,,
0.4968176,3.858084,71,,
0.4987644,3.866197,72,,
0.5064224,3.877554,73,,
0.4966878,3.893779,74,,
0.4988942,3.906759,75,,
0.5049948,3.922984,76,,
0.5070714,3.935964,77,,
0.4988942,3.947321,78,,
0.5027232,3.957056,79,,
0.5052544,3.978149,80,,
0.5083694,3.978149,81,,
0.505449,3.984639,82,,
