0.2477376,0,0,0.457
0.2491004,1.485993,1,
0.255136,1.56874,2,
0.2457256,1.619038,3,
0.2472832,1.669335,4,
0.2548114,1.706653,5,
0.2562392,1.747215,6,
0.245531,1.799135,7,
0.2456608,1.836453,8,
0.245531,1.878638,9,
0.2552008,1.898108,10,
0.2558498,1.94516,11,
0.243584,1.967875,12,
0.2533188,2.001948,13,
0.2468938,2.037642,14,
0.2537082,2.050622,15,
0.2452714,2.091185,16,
0.2555254,2.109032,17,
0.247413,2.134992,18,
0.248711,2.167442,19,
0.2457256,2.190157,20,
0.2572776,2.208005,21,
0.254487,2.232342,22,
0.253124,2.251812,23,
0.257667,2.274527,24,
0.2542922,2.29562,25,
0.2579266,2.316712,26,
0.2460502,2.34105,27,
0.2452064,2.362142,28,
0.2465694,2.381612,29,
0.2517612,2.391347,30,
0.257018,2.422175,31,
0.2558498,2.43191,32,
0.245466,2.454625,33,
0.2552008,2.469227,34,
0.2564338,2.483829,35,
0.2555902,2.500054,36,
0.2535134,2.522769,37,
0.2564338,2.542239,38,
0.245531,2.548729,39,
0.2552658,2.568199,40,
0.2530592,2.594159,41,
0.246764,2.605517,42,
0.2553956,2.613629,43,
0.254487,2.636344,44,
0.2454012,2.647702,45,
0.2466342,2.657437,46,
0.2546168,2.670417,47,
0.2546168,2.693132,48,
0.2455958,2.696377,49,
0.2565636,2.719092,50,
0.2547466,2.730449,51,
0.2471534,2.753164,52,
0.257018,2.728827,53,
0.256304,2.766144,54,
0.2552658,2.787236,55,
0.2465694,2.806706,56,
0.2457256,2.808329,57,
0.255785,2.834289,58,
0.2466342,2.839156,59,
0.253838,2.845646,60,
0.2490354,2.871606,61,
0.243584,2.878096,62,
0.2470886,2.894321,63,
0.2541624,2.910546,64,
0.2470886,2.908924,65,
0.255071,2.921904,66,
0.2463098,2.930016,67,
0.255785,2.954354,68,
0.2542274,2.970579,69,
0.2463098,2.967334,70,
0.2470886,2.978691,71,
0.2535784,2.990049,72,
0.2578616,2.998161,73,
0.24618,3.016009,74,
0.2572126,3.033856,75,
0.2454012,3.038724,76,
0.2560444,3.043591,77,
0.2545518,3.084153,78,
0.255136,3.072796,79,
0.2552658,3.082531,80,
0.2542274,3.090643,81,
0.2466992,3.102001,82,
0.2535134,3.118226,83,
0.2462448,3.114981,84,
0.2463098,3.126338,85,
0.2455958,3.140941,86,
0.2472832,3.149053,87,
0.2566286,3.168523,88,
0.24618,3.162033,89,
0.2466992,3.178258,90,
0.2562392,3.187993,91,
0.255136,3.191238,92,
0.2533188,3.217198,93,
0.2463098,3.222066,94,
0.2564988,3.220443,95,
0.2546816,3.230178,96,
0.254487,3.239913,97,
0.253189,3.254516,98,
0.2465694,3.261006,99,
0.2555254,3.278853,100,
0.254487,3.286966,101,
0.2553956,3.311303,102,
0.2542922,3.30319,103,
0.2554604,3.306435,104,
0.247478,3.32266,105,
0.246115,3.319415,106,
0.2459204,3.338885,107,
0.2491004,3.340508,108,
0.245466,3.350243,109,
0.2465044,3.353488,110,
0.245531,3.371335,111,
0.2456608,3.3616,112,
0.2478024,3.390805,113,
0.2546816,3.392428,114,
0.2546816,3.403785,115,
0.254422,3.405408,116,
0.2503334,3.418388,117,
0.2456608,3.436235,118,
0.2457906,3.428123,119,
0.256369,3.449215,120,
0.2452714,3.44597,121,
0.255136,3.455705,122,
0.253773,3.468685,123,
0.2556552,3.47193,124,
0.2463746,3.475175,125,
0.2466992,3.486533,126,
0.254422,3.493023,127,
0.245531,3.515737,128,
0.2440384,3.47193,129,
0.2561094,3.522227,130,
0.2555254,3.533585,131,
0.246115,3.540075,132,
0.2541624,3.548187,133,
0.255136,3.546565,134,
0.245466,3.559545,135,
0.2558498,3.574147,136,
0.245466,3.579015,137,
0.2465044,3.583882,138,
0.2561742,3.593617,139,
0.2555254,3.596862,140,
0.2453362,3.60822,141,
0.2459852,3.609842,142,
0.2556552,3.62769,143,
0.246115,3.62769,144,
0.2471534,3.635802,145,
0.2546168,3.63418,146,
0.2555902,3.645537,147,
0.2457906,3.650405,148,
0.2539028,3.665007,149,
0.2545518,3.671497,150,
0.2450766,3.669875,151,
0.2472832,3.689345,152,
0.2460502,3.684477,153,
0.2450118,3.715304,154,
0.245466,3.69908,155,
0.2481918,3.708814,156,
0.2463098,3.721794,157,
0.254422,3.726662,158,
0.2564338,3.731529,159,
0.2465694,3.738019,160,
0.2453362,3.742887,161,
0.2549412,3.759112,162,
0.2550062,3.763979,163,
0.2562392,3.762357,164,
0.2552008,3.768847,165,
0.2476078,3.778582,166,
0.2555902,3.785072,167,
0.2572126,3.788317,168,
0.2548764,3.794807,169,
0.2464396,3.812654,170,
0.2452064,3.772092,171,
0.2470236,3.817522,172,
0.2550062,3.827257,173,
0.2552008,3.838614,174,
0.2484514,3.832124,175,
0.2561094,3.840237,176,
0.2542922,3.853217,177,
0.2568882,3.856462,178,
0.2539028,3.862952,179,
0.2541624,3.869442,180,
0.2464396,3.879177,181,
0.2453362,3.877554,182,
0.2565636,3.880799,183,
0.2534486,3.888911,184,
0.2459204,3.898646,185,
0.2555254,3.906759,186,
0.2566934,3.908381,187,
0.245466,3.911626,188,
0.2552658,3.918116,189,
0.2539028,3.935964,190,
0.2548764,3.929474,191,
0.2533836,3.932719,192,
0.2466342,3.945699,193,
0.24618,3.952189,194,
0.2539678,3.961924,195,
0.2450766,3.968414,196,
0.2472184,3.961924,197,
0.2476078,3.978149,198,
0.2548114,3.978149,199,
0.2454012,3.981394,200,
0.2552008,3.994374,201,
0.2561094,4.000864,202,
0.2541624,4.000864,203,
0.2550062,4.005731,204,
0.24618,4.007354,205,
0.25572,4.015466,206,
0.2457906,4.023579,207,
0.2465044,4.031691,208,
0.2465044,4.033314,209,
0.2546816,4.047916,210,
0.2541624,4.046294,211,
0.2460502,4.062518,212,
0.2459204,4.067386,213,
0.256304,4.060896,214,
0.2457906,4.073876,215,
0.2547466,4.073876,216,
0.2552658,4.085233,217,
0.2541624,4.086856,218,
0.2463746,4.096591,219,
0.2541624,4.094968,220,
0.2472832,4.111193,221,
0.2528644,4.104703,222,
0.257018,4.122551,223,
0.2539678,4.119306,224,
0.255071,4.124173,225,
0.2458554,4.129041,226,
0.2476078,4.148511,227,
0.2543572,4.140398,228,
0.2539028,4.155001,229,
0.2554604,4.172848,230,
0.2553956,4.161491,231,
0.2540326,4.161491,232,
0.245531,4.169603,233,
0.253838,4.189073,234,
0.2548764,4.179338,235,
0.2561742,4.187451,236,
0.2543572,4.190696,237,
0.2553306,4.190696,238,
0.2548764,4.208543,239,
0.2441682,4.208543,240,
0.2533188,4.205298,241,
0.246764,4.215033,242,
0.2555902,4.2199,243,
0.2434542,4.229635,244,
0.2534486,4.229635,245,
0.2464396,4.23937,246,
0.2457906,4.27182,247,
0.2553306,4.24586,248,
0.2560444,4.24586,249,
0.2535134,4.257218,250,
0.2463098,4.25884,251,
0.2443628,4.26533,252,
0.253189,4.270198,253,
0.2491004,4.279933,254,
0.253838,4.283178,255,
0.2477376,4.294535,256,
0.2458554,4.296158,257,
0.2554604,4.294535,258,
0.2533836,4.305893,259,
0.2558498,4.30427,260,
0.2549412,4.314005,261,
0.255785,4.318873,262,
0.2464396,4.32374,263,
0.2536432,4.333475,264,
0.2539028,4.338343,265,
0.2553306,4.339965,266,
0.2456608,4.34321,267,
0.2458554,4.348078,268,
0.2455958,4.3497,269,
0.2476726,4.359435,270,
0.2453362,4.370792,271,
0.245531,4.36917,272,
0.2548764,4.36268,273,
0.2553956,4.372415,274,
0.246764,4.38215,275,
0.2521506,4.391885,276,
0.2560444,4.38864,277,
0.253189,4.39513,278,
0.254422,4.40162,279,
0.2468938,4.411355,280,
0.2555902,4.403242,281,
0.2449468,4.416222,282,
0.2528644,4.416222,283,
0.2572776,4.425957,284,
0.2447522,4.430825,285,
0.2470886,4.445427,286,
0.2457906,4.448672,287,
0.246115,4.450295,288,
0.2564338,4.45354,289,
0.2449468,4.445427,290,
0.2553956,4.455162,291,
0.2450118,4.46003,292,
0.2459852,4.461652,293,
0.2540326,4.47301,294,
0.2457256,4.464897,295,
0.2459204,4.477877,296,
0.2539678,4.495725,297,
0.2548764,4.456785,298,
0.2453362,4.48599,299,
0.2542922,4.500592,300,
0.254422,4.487612,301,
0.2542922,4.503837,302,
0.2462448,4.507082,303,
0.2553306,4.507082,304,
0.255136,4.521684,305,
0.2541624,4.529797,306,
0.2455958,4.533042,307,
0.2452064,4.534664,308,
0.253773,4.534664,309,
0.2565636,4.546022,310,
0.2446224,4.547644,311,
0.2456608,4.555757,312,
0.2456608,4.555757,313,
0.2462448,4.563869,314,
0.2456608,4.559002,315,
0.2539678,4.560624,316,
0.255071,4.578472,317,
0.254422,4.573604,318,
0.2454012,4.583339,319,
0.2452064,4.586584,320,
0.253773,4.589829,321,
0.2550062,4.589829,322,
0.2454012,4.614167,323,
0.2452064,4.602809,324,
0.2548114,4.607677,325,
0.256304,4.614167,326,
0.245466,4.617412,327,
0.2552008,4.617412,328,
0.253773,4.615789,329,
0.255071,4.625524,330,
0.2530592,4.625524,331,
0.2464396,4.636882,332,
0.2446874,4.649861,333,
0.2458554,4.643372,334,
0.2454012,4.654729,335,
0.254422,4.649861,336,
0.2465044,4.649861,337,
0.2537082,4.666086,338,
0.2546816,4.659596,339,
0.244882,4.679066,340,
0.2561094,4.669331,341,
0.2465694,4.675821,342,
0.2542274,4.670954,343,
0.2476726,4.685556,344,
0.2547466,4.687179,345,
0.256369,4.690424,346,
0.2554604,4.695291,347,
0.2452714,4.701781,348,
0.2458554,4.703404,349,
0.2489706,4.711516,350,
0.2449468,4.713139,351,
0.2570828,4.721251,352,
0.2554604,4.726119,353,
0.2452064,4.729364,354,
0.245531,4.726119,355,
0.245466,4.734231,356,
0.2456608,4.711516,357,
0.2472184,4.743966,358,
0.2529942,4.740721,359,
0.255071,4.765059,360,
0.2476726,4.752079,361,
0.255785,4.758569,362,
0.2463746,4.763436,363,
0.2456608,4.768304,364,
0.2457906,4.773171,365,
0.245466,4.778039,366,
0.2539028,4.786151,367,
0.2546816,4.779661,368,
0.2491652,4.784528,369,
0.2547466,4.794263,370,
0.2555254,4.800753,371,
0.2456608,4.797508,372,
0.2451416,4.808866,373,
0.2556552,4.797508,374,
0.2484514,4.799131,375,
0.2536432,4.812111,376,
0.2454012,4.821846,377,
0.2455958,4.816978,378,
0.2459204,4.823468,379,
0.2462448,4.833203,380,
0.2456608,4.842938,381,
0.2451416,4.838071,382,
0.2457906,4.836448,383,
0.2453362,4.851051,384,
0.2454012,4.852673,385,
0.2490354,4.852673,386,
0.24618,4.859163,387,
0.2459204,4.865653,388,
0.255136,4.873766,389,
0.2542274,4.872143,390,
0.2452714,4.877011,391,
0.2452064,4.883501,392,
0.2553306,4.885123,393,
0.245466,4.883501,394,
0.2522156,4.893236,395,
0.2543572,4.896481,396,
0.246115,4.898103,397,
0.2450766,4.901348,398,
0.2546816,4.90946,399,
0.2543572,4.91595,400,
0.25572,4.906216,401,
0.2441682,4.920818,402,
0.2482568,4.927308,403,
0.2529942,4.924063,404,
0.246115,4.92893,405,
0.255785,4.930553,406,
0.2546816,4.94191,407,
0.2459852,4.927308,408,
0.246115,4.9484,409,
0.2565636,4.94191,410,
0.2452714,4.956513,411,
0.2483216,4.953268,412,
0.2542274,4.96138,413,
0.2553306,4.964625,414,
0.2564988,4.963003,415,
0.2450766,4.98085,416,
0.255071,4.96787,417,
